6/2/2024,10:43:03,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,0.2,£¥,EC,0,us/cm, , 
6/2/2024,10:43:13,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,9,pH,TEM,34.1,¡æ,HUM,0.2,£¥,EC,0,us/cm, , 
6/2/2024,10:43:23,N,6,mg/kg,P,8,mg/kg,K,17,mg/kg,pH,6.36,pH,TEM,34.1,¡æ,HUM,11.6,£¥,EC,88,us/cm, , 
6/2/2024,10:43:33,N,6,mg/kg,P,9,mg/kg,K,18,mg/kg,pH,7,pH,TEM,34.5,¡æ,HUM,11.6,£¥,EC,90,us/cm, , 
6/2/2024,10:43:43,N,6,mg/kg,P,9,mg/kg,K,18,mg/kg,pH,7,pH,TEM,34.8,¡æ,HUM,11.6,£¥,EC,90,us/cm, , 
6/2/2024,10:43:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.9,¡æ,HUM,3.4,£¥,EC,0,us/cm, , 
6/2/2024,10:44:03,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.6,¡æ,HUM,3.5,£¥,EC,0,us/cm, , 
6/2/2024,10:44:13,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.5,¡æ,HUM,3.5,£¥,EC,0,us/cm, , 
6/2/2024,10:44:23,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.3,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:44:33,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.5,£¥,EC,0,us/cm, , 
6/2/2024,10:44:43,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:44:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.4,£¥,EC,0,us/cm, , 
6/2/2024,10:45:03,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34,¡æ,HUM,3.5,£¥,EC,0,us/cm, , 
6/2/2024,10:45:13,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.7,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:45:23,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:45:33,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:45:43,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.7,£¥,EC,0,us/cm, , 
6/2/2024,10:45:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:46:03,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.6,£¥,EC,0,us/cm, , 
6/2/2024,10:46:13,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,34.1,¡æ,HUM,3.5,£¥,EC,0,us/cm, , 
6/2/2024,10:46:23,N,3,mg/kg,P,0,mg/kg,K,1,mg/kg,pH,8.23,pH,TEM,34.1,¡æ,HUM,8.9,£¥,EC,44,us/cm, , 
6/2/2024,10:46:34,N,3,mg/kg,P,4,mg/kg,K,9,mg/kg,pH,6.12,pH,TEM,34.1,¡æ,HUM,10.6,£¥,EC,47,us/cm, , 
6/2/2024,10:46:44,N,3,mg/kg,P,4,mg/kg,K,9,mg/kg,pH,5.94,pH,TEM,34.1,¡æ,HUM,10.4,£¥,EC,47,us/cm, , 
6/2/2024,10:46:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.7,¡æ,HUM,4.3,£¥,EC,0,us/cm, , 
6/2/2024,10:47:03,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.4,¡æ,HUM,4.2,£¥,EC,0,us/cm, , 
6/2/2024,10:47:13,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,4.2,£¥,EC,0,us/cm, , 
6/2/2024,10:47:23,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,4.2,£¥,EC,0,us/cm, , 
6/2/2024,10:47:33,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,4.7,£¥,EC,0,us/cm, , 
6/2/2024,10:47:43,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,4.2,£¥,EC,0,us/cm, , 
6/2/2024,10:47:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,4.1,£¥,EC,0,us/cm, , 
6/2/2024,10:48:03,N,21,mg/kg,P,29,mg/kg,K,57,mg/kg,pH,6.7,pH,TEM,33.3,¡æ,HUM,11,£¥,EC,294,us/cm, , 
6/2/2024,10:48:13,N,21,mg/kg,P,29,mg/kg,K,58,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,11,£¥,EC,295,us/cm, , 
6/2/2024,10:48:23,N,21,mg/kg,P,29,mg/kg,K,58,mg/kg,pH,7,pH,TEM,33.3,¡æ,HUM,11.1,£¥,EC,295,us/cm, , 
6/2/2024,10:48:33,N,2,mg/kg,P,3,mg/kg,K,6,mg/kg,pH,7,pH,TEM,33,¡æ,HUM,4.5,£¥,EC,26,us/cm, , 
6/2/2024,10:48:43,N,2,mg/kg,P,3,mg/kg,K,6,mg/kg,pH,7,pH,TEM,32.9,¡æ,HUM,4.2,£¥,EC,29,us/cm, , 
6/2/2024,10:48:53,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,7,pH,TEM,32.9,¡æ,HUM,3.9,£¥,EC,0,us/cm, , 
6/2/2024,10:49:03,N,8,mg/kg,P,11,mg/kg,K,23,mg/kg,pH,6.43,pH,TEM,32.9,¡æ,HUM,11.1,£¥,EC,116,us/cm, , 
6/2/2024,10:49:13,N,8,mg/kg,P,11,mg/kg,K,23,mg/kg,pH,6.77,pH,TEM,32.7,¡æ,HUM,11.2,£¥,EC,116,us/cm, , 
6/2/2024,10:49:23,N,8,mg/kg,P,11,mg/kg,K,23,mg/kg,pH,7,pH,TEM,32.5,¡æ,HUM,10.9,£¥,EC,20,us/cm, , 
6/2/2024,10:49:33,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,6.74,pH,TEM,32.1,¡æ,HUM,4.2,£¥,EC,0,us/cm, , 
6/2/2024,10:49:43,N,0,mg/kg,P,0,mg/kg,K,0,mg/kg,pH,6.72,pH,TEM,32.1,¡æ,HUM,4.1,£¥,EC,0,us/cm, , 
